flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
KL1080,KLM1080,G-CLYU,E190,EGGD/BRS,EHAM/AMS,21175,318,2024-11-12 14:00:00 UTC,Day flight,EZE
GR642,AUR42D,G-ORAI,AT76,EGTE/EXT,EGGD/BRS,7025,226,2024-11-12 14:44:58 UTC,Day flight,AUR
U22876,EZY43CM,G-EZTC,A320,LPPR/OPO,EGGD/BRS,7150,214,2024-11-12 14:44:58 UTC,Day flight,EZY
U22945,EZY25LQ,G-UZLP,A20N,EGGD/BRS,BIKF/KEF,22175,355,2024-11-12 14:44:59 UTC,Day flight,EZY
,GONET,G-ONET,P28A,EGGD/BRS,None/None,2200,110,2024-11-12 14:59:48 UTC,Day flight,
,GONET,G-ONET,P28A,EGGD/BRS,None/None,2100,83,2024-11-12 15:14:56 UTC,Day flight,
U29938,EZY9938,G-EZGY,A320,EPKK/KRK,EGGD/BRS,2875,244,2024-11-12 15:14:57 UTC,Day flight,EZY
ALE85,ALE85,9H-EHC,PC12,LFML/MRS,EGGD/BRS,17350,324,2024-11-12 15:14:58 UTC,Day flight,ALE
EI3284,EAI84U,EI-GPP,AT76,EIDW/DUB,EGGD/BRS,5275,238,2024-11-12 15:14:58 UTC,Day flight,EAI
FR2291,RYR73ZK,EI-HAT,B38M,LEAL/ALC,EGGD/BRS,10975,260,2024-11-12 15:29:57 UTC,Day flight,RYR
ALE85,ALE85,9H-EHC,PC12,EGGD/BRS,None/None,0,1,2024-11-12 15:29:59 UTC,Day flight,ALE
U22734,EZY56VQ,G-UZHA,A20N,GCRR/ACE,EGGD/BRS,5475,182,2024-11-12 15:29:55 UTC,Day flight,EZY
U29938,EZY9938,G-EZGY,A320,EGGD/BRS,None/None,0,0,2024-11-12 15:29:58 UTC,Day flight,EZY
,GONET,G-ONET,P28A,EGGD/BRS,None/None,2300,123,2024-11-12 15:29:52 UTC,Day flight,
GR642,AUR42D,G-ORAI,AT76,EGGD/BRS,EGJB/GCI,0,25,2024-11-12 15:44:54 UTC,Day flight,AUR
GR642,AUR42D,G-ORAI,AT76,EGGD/BRS,EGJB/GCI,14900,260,2024-11-12 15:59:59 UTC,Day flight,AUR
EI3843,EAI18K,EI-GPP,AT76,EGGD/BRS,EICK/ORK,6725,201,2024-11-12 16:14:59 UTC,Day flight,EAI
KL1081,KLM55E,PH-EXX,E75S,EHAM/AMS,EGGD/BRS,14475,345,2024-11-12 16:29:59 UTC,Day flight,KLC
U22936,EZY75PQ,G-EZTX,A320,LKPR/PRG,EGGD/BRS,2925,201,2024-11-12 16:59:58 UTC,Day flight,EZY
FR4121,RYR56DP,EI-HAT,B38M,EGGD/BRS,LEMG/AGP,0,1,2024-11-12 16:59:58 UTC,Day flight,RYR
U22765,EZY34HD,G-UZHA,A20N,EGGD/BRS,LFMN/NCE,18975,308,2024-11-12 16:59:59 UTC,Day flight,EZY
U22964,EZY28PB,G-UZHI,A20N,GMMX/RAK,EGGD/BRS,18375,346,2024-11-12 17:14:58 UTC,Day flight,EZY
FR4121,RYR56DP,EI-HAT,B38M,EGGD/BRS,LEMG/AGP,10000,305,2024-11-12 17:14:58 UTC,Day flight,RYR
,CLF687A,G-HARG,E550,LPPT/LIS,EGGD/BRS,8075,254,2024-11-12 17:29:56 UTC,Day flight,CLF
LS1864,EXS47SR,G-JZBL,B738,GCLP/LPA,EGGD/BRS,4525,224,2024-11-12 17:29:58 UTC,Day flight,EXS
U22964,EZY28PB,G-UZHI,A20N,GMMX/RAK,EGGD/BRS,0,10,2024-11-12 17:29:58 UTC,Day flight,EZY
KL1082,KLM30J,PH-EXX,E75S,EGGD/BRS,EHAM/AMS,7775,248,2024-11-12 17:45:00 UTC,Day flight,KLC
U22923,EZY65ZK,G-EZTC,A320,EGGD/BRS,EHAM/AMS,0,5,2024-11-12 18:15:00 UTC,Day flight,EZY
U2207,EZY615U,G-EZGY,A320,EGGD/BRS,EGPF/GLA,0,0,2024-11-12 18:14:52 UTC,Day flight,EZY
U2227,EZY815Z,G-EZRX,A320,EGGD/BRS,EGAA/BFS,8025,250,2024-11-12 18:15:00 UTC,Day flight,EZY
LS1804,EXS18GH,G-JZBN,B738,GCRR/ACE,EGGD/BRS,3950,210,2024-11-12 18:29:58 UTC,Day flight,EXS
U22775,EZY63TR,G-EZTX,A320,EGGD/BRS,LFPG/CDG,0,21,2024-11-12 18:29:58 UTC,Day flight,EZY
U2207,EZY615U,G-EZGY,A320,EGGD/BRS,EGPF/GLA,0,0,2024-11-12 18:29:53 UTC,Day flight,EZY
U2207,EZY615U,G-EZGY,A320,EGGD/BRS,EGPF/GLA,0,10,2024-11-12 18:44:59 UTC,Day flight,EZY
U2215,EZY759D,G-EZTG,A320,EGGD/BRS,EGPH/EDI,0,26,2024-11-12 18:59:59 UTC,Day flight,EZY
LS1884,EXS94VU,G-JZBG,B738,GCTS/TFS,EGGD/BRS,675,123,2024-11-12 18:59:59 UTC,Day flight,EXS
EI3842,EAI17C,EI-GPP,AT76,EICK/ORK,EGGD/BRS,2975,137,2024-11-12 18:59:59 UTC,Day flight,EAI
EI3287,EAI87M,EI-GPP,AT76,EGGD/BRS,EIDW/DUB,0,0,2024-11-12 19:44:33 UTC,Day flight,EAI
U22724,EZY12XP,G-EZUW,A320,LEAL/ALC,EGGD/BRS,1725,127,2024-11-12 19:44:56 UTC,Day flight,EZY
EI3287,EAI87M,EI-GPP,AT76,EGGD/BRS,EIDW/DUB,7375,214,2024-11-12 20:00:00 UTC,Day flight,EAI
BY6279,TOM2EC,G-TUMU,B38M,GCTS/TFS,EGGD/BRS,4475,174,2024-11-12 20:44:59 UTC,Day flight,TOM
U22946,EZY48GV,G-UZLP,A20N,BIKF/KEF,EGGD/BRS,3725,218,2024-11-12 21:00:00 UTC,Day flight,EZY
U22766,EZY71PA,G-UZHA,A20N,LFMN/NCE,EGGD/BRS,3425,232,2024-11-12 21:15:00 UTC,Day flight,EZY
U22720,EZY37AR,G-EZWI,A320,GCFV/FUE,EGGD/BRS,5875,249,2024-11-12 21:29:59 UTC,Day flight,EZY
U2208,EZY612X,G-EZGY,A320,EGPF/GLA,EGGD/BRS,12475,286,2024-11-12 21:29:59 UTC,Day flight,EZY
U22924,EZY73FX,G-EZTZ,A320,EHAM/AMS,EGGD/BRS,7225,274,2024-11-12 21:30:00 UTC,Day flight,EZY
U2216,EZY74ZM,G-EZTG,A320,EGPH/EDI,EGGD/BRS,15400,315,2024-11-12 21:29:58 UTC,Day flight,EZY
BY563,TOM563,G-TUMS,B38M,GVAC/SID,EGGD/BRS,19375,288,2024-11-12 21:45:00 UTC,Day flight,TOM
U22776,EZY79NY,G-EZTX,A320,LFPG/CDG,EGGD/BRS,1775,141,2024-11-12 21:44:57 UTC,Day flight,EZY
U2216,EZY74ZM,G-EZTG,A320,EGPH/EDI,EGGD/BRS,150,124,2024-11-12 21:44:57 UTC,Day flight,EZY
KL1083,KLM69G,G-CLSN,E190,EHAM/AMS,EGGD/BRS,8525,312,2024-11-12 21:44:57 UTC,Day flight,EZE
U2208,EZY612X,G-EZGY,A320,EGPF/GLA,EGGD/BRS,0,17,2024-11-12 21:44:58 UTC,Day flight,EZY
U22707,EZY21YM,G-EZRT,A320,EGGD/BRS,LEMD/MAD,0,11,2024-11-12 21:59:57 UTC,Day flight,EZY
BY563,TOM563,G-TUMS,B38M,GVAC/SID,EGGD/BRS,625,123,2024-11-12 22:00:00 UTC,Day flight,TOM
U22736,EZY2736,G-UZHD,A20N,GCLP/LPA,EGGD/BRS,17225,312,2024-11-12 22:29:57 UTC,Day flight,EZY
FR4122,RYR49KR,EI-IFX,B38M,LEMG/AGP,EGGD/BRS,13575,254,2024-11-12 22:44:59 UTC,Shoulder period,RYR
U22736,EZY2736,G-UZHD,A20N,GCLP/LPA,EGGD/BRS,0,18,2024-11-12 22:44:56 UTC,Shoulder period,EZY
U22728,EZY92PG,G-UZHF,A20N,GCTS/TFS,EGGD/BRS,6800,226,2024-11-12 22:59:59 UTC,Shoulder period,EZY
U22914,EZY69CR,G-UZLL,A20N,HEGN/HRG,EGGD/BRS,2650,171,2024-11-12 22:59:57 UTC,Shoulder period,EZY
FR4122,RYR49KR,EI-IFX,B38M,LEMG/AGP,EGGD/BRS,0,12,2024-11-12 22:59:59 UTC,Shoulder period,RYR
