Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival,Event Time,Event Time Rounded,Event DateTime,Event Date
Other,Schiphol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Dublin International,2024-04-13 11:50:00+00:00,2024-04-13 12:02:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:04:00+00:00,2024-04-13 13:04:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
Other,Guernsey,2024-04-13 10:45:00+00:00,2024-04-13 10:46:00+00:00,Bristol,2024-04-13 11:20:00+00:00,2024-04-13 11:16:00+00:00,2024-04-13 11:16:00+00:00,2024-04-13 11:30:00+00:00,2024-04-13 11:30:00,2024-04-13
easyJet,Pablo Ruiz Picasso,2024-04-13 13:35:00+00:00,2024-04-13 13:56:00+00:00,Bristol,2024-04-13 15:20:00+00:00,2024-04-13 15:22:00+00:00,2024-04-13 15:22:00+00:00,2024-04-13 15:30:00+00:00,2024-04-13 15:30:00,2024-04-13
Other,Schiphol,2024-04-13 08:35:00+00:00,2024-04-13 08:41:00+00:00,Bristol,2024-04-13 08:50:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
easyJet,Larnaca,2024-04-13 14:30:00+00:00,2024-04-13 15:11:00+00:00,Bristol,2024-04-13 17:45:00+00:00,2024-04-13 18:08:00+00:00,2024-04-13 18:08:00+00:00,2024-04-13 18:00:00+00:00,2024-04-13 18:00:00,2024-04-13
easyJet,Berlin Brandenburg Airport,2024-04-13 22:35:00+00:00,2024-04-13 22:45:00+00:00,Bristol,2024-04-13 23:40:00+00:00,2024-04-13 23:37:00+00:00,2024-04-13 23:37:00+00:00,2024-04-13 23:30:00+00:00,2024-04-13 23:30:00,2024-04-13
Other,Schiphol,2024-04-13 16:40:00+00:00,2024-04-13 17:33:00+00:00,Bristol,2024-04-13 16:55:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
Other,Chambery,2024-04-13 10:05:00+00:00,2024-04-13 10:01:00+00:00,Bristol,2024-04-13 11:10:00+00:00,2024-04-13 10:38:00+00:00,2024-04-13 10:38:00+00:00,2024-04-13 10:30:00+00:00,2024-04-13 10:30:00,2024-04-13
easyJet,Grenoble-isere Airport (St Geoirs),2024-04-13 10:35:00+00:00,2024-04-13 10:48:00+00:00,Bristol,2024-04-13 11:25:00+00:00,2024-04-13 11:21:00+00:00,2024-04-13 11:21:00+00:00,2024-04-13 11:30:00+00:00,2024-04-13 11:30:00,2024-04-13
Ryanair,Beziers Vias,2024-04-13 10:50:00+00:00,2024-04-13 11:04:00+00:00,Bristol,2024-04-13 11:50:00+00:00,2024-04-13 11:55:00+00:00,2024-04-13 11:55:00+00:00,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00,2024-04-13
Other,Dublin International,2024-04-13 11:50:00+00:00,2024-04-13 12:02:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:04:00+00:00,2024-04-13 13:04:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
Other,Schiphol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Schiphol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Schiphol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Schiphol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:24:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Chambery,2024-04-13 13:15:00+00:00,2024-04-13 13:18:00+00:00,Bristol,2024-04-13 14:00:00+00:00,2024-04-13 13:50:00+00:00,2024-04-13 13:50:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bergamo - Orio al Serio,2024-04-13 13:00:00+00:00,2024-04-13 12:57:00+00:00,Bristol,2024-04-13 14:03:00+00:00,2024-04-13 13:58:00+00:00,2024-04-13 13:58:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
easyJet,Francisco Sá Carneiro,2024-04-13 21:00:00+00:00,2024-04-13 21:24:00+00:00,Bristol,2024-04-13 23:05:00+00:00,2024-04-13 23:04:00+00:00,2024-04-13 23:04:00+00:00,2024-04-13 23:00:00+00:00,2024-04-13 23:00:00,2024-04-13
easyJet,Ibiza,2024-04-13 23:35:00+00:00,2024-04-13 23:38:00+00:00,Bristol,2024-04-14 00:55:00+00:00,2024-04-14 00:45:00+00:00,2024-04-14 00:45:00+00:00,2024-04-14 01:00:00+00:00,2024-04-14 01:00:00,2024-04-14
Ryanair,Lawica,2024-04-13 15:50:00+00:00,2024-04-13 16:27:00+00:00,Bristol,2024-04-13 17:10:00+00:00,2024-04-13 17:38:00+00:00,2024-04-13 17:38:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
easyJet,Leonardo Da Vinci (Fiumicino),2024-04-13 10:10:00+00:00,2024-04-13 10:35:00+00:00,Bristol,2024-04-13 12:05:00+00:00,2024-04-13 12:02:00+00:00,2024-04-13 12:02:00+00:00,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00,2024-04-13
easyJet,Diagoras,2024-04-13 22:15:00+00:00,2024-04-13 22:12:00+00:00,Bristol,2024-04-14 00:40:00+00:00,2024-04-14 00:26:00+00:00,2024-04-14 00:26:00+00:00,2024-04-14 00:30:00+00:00,2024-04-14 00:30:00,2024-04-14
easyJet,Schiphol,2024-04-13 19:00:00+00:00,2024-04-13 19:09:00+00:00,Bristol,2024-04-13 19:20:00+00:00,2024-04-13 19:11:00+00:00,2024-04-13 19:11:00+00:00,2024-04-13 19:00:00+00:00,2024-04-13 19:00:00,2024-04-13
easyJet,Son Sant Joan Airport,2024-04-13 16:55:00+00:00,2024-04-13 17:26:00+00:00,Bristol,2024-04-13 18:25:00+00:00,2024-04-13 18:33:00+00:00,2024-04-13 18:33:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
easyJet,Nikos Kazantzakis Airport,2024-04-13 13:45:00+00:00,2024-04-13 13:55:00+00:00,Bristol,2024-04-13 16:00:00+00:00,2024-04-13 16:10:00+00:00,2024-04-13 16:10:00+00:00,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00,2024-04-13
Other,Son Sant Joan Airport,2024-04-13 19:10:00+00:00,2024-04-13 19:27:00+00:00,Bristol,2024-04-13 20:40:00+00:00,2024-04-13 20:37:00+00:00,2024-04-13 20:37:00+00:00,2024-04-13 20:30:00+00:00,2024-04-13 20:30:00,2024-04-13
easyJet,Geneve-cointrin,2024-04-13 14:10:00+00:00,2024-04-13 14:26:00+00:00,Bristol,2024-04-13 14:55:00+00:00,2024-04-13 14:54:00+00:00,2024-04-13 14:54:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
Ryanair,Son Sant Joan Airport,2024-04-13 11:05:00+00:00,2024-04-13 11:24:00+00:00,Bristol,2024-04-13 12:35:00+00:00,2024-04-13 12:34:00+00:00,2024-04-13 12:34:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
easyJet,Pablo Ruiz Picasso,2024-04-13 16:45:00+00:00,2024-04-13 16:57:00+00:00,Bristol,2024-04-13 18:30:00+00:00,2024-04-13 18:20:00+00:00,2024-04-13 18:20:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
Ryanair,Son Sant Joan Airport,2024-04-13 16:35:00+00:00,2024-04-13 16:50:00+00:00,Bristol,2024-04-13 18:05:00+00:00,2024-04-13 17:57:00+00:00,2024-04-13 17:57:00+00:00,2024-04-13 18:00:00+00:00,2024-04-13 18:00:00,2024-04-13
Ryanair,Copernicus Airport,2024-04-13 15:00:00+00:00,2024-04-13 15:18:00+00:00,Bristol,2024-04-13 16:20:00+00:00,2024-04-13 16:32:00+00:00,2024-04-13 16:32:00+00:00,2024-04-13 16:30:00+00:00,2024-04-13 16:30:00,2024-04-13
easyJet,Marco Polo,2024-04-13 10:55:00+00:00,2024-04-13 11:10:00+00:00,Bristol,2024-04-13 12:15:00+00:00,2024-04-13 12:09:00+00:00,2024-04-13 12:09:00+00:00,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00,2024-04-13
Other,Schiphol,2024-04-13 16:40:00+00:00,2024-04-13 17:33:00+00:00,Bristol,2024-04-13 16:55:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
Other,Schiphol,2024-04-13 16:40:00+00:00,2024-04-13 17:33:00+00:00,Bristol,2024-04-13 16:55:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
Other,Schiphol,2024-04-13 16:40:00+00:00,2024-04-13 17:33:00+00:00,Bristol,2024-04-13 16:55:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:35:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
easyJet,Orly,2024-04-13 19:00:00+00:00,2024-04-13 19:26:00+00:00,Bristol,2024-04-13 19:20:00+00:00,2024-04-13 19:20:00+00:00,2024-04-13 19:20:00+00:00,2024-04-13 19:30:00+00:00,2024-04-13 19:30:00,2024-04-13
easyJet,Sharm el-Sheikh International Airport,2024-04-13 20:45:00+00:00,2024-04-13 21:09:00+00:00,Bristol,2024-04-14 01:40:00+00:00,2024-04-14 01:58:00+00:00,2024-04-14 01:58:00+00:00,2024-04-14 02:00:00+00:00,2024-04-14 02:00:00,2024-04-14
Ryanair,Pablo Ruiz Picasso,2024-04-13 11:15:00+00:00,2024-04-13 11:42:00+00:00,Bristol,2024-04-13 13:00:00+00:00,2024-04-13 13:01:00+00:00,2024-04-13 13:01:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
easyJet,Zakinthos International Airport,2024-04-13 19:45:00+00:00,2024-04-13 19:59:00+00:00,Bristol,2024-04-13 21:30:00+00:00,2024-04-13 21:31:00+00:00,2024-04-13 21:31:00+00:00,2024-04-13 21:30:00+00:00,2024-04-13 21:30:00,2024-04-13
easyJet,Charles De Gaulle,2024-04-13 22:25:00+00:00,2024-04-13 22:32:00+00:00,Bristol,2024-04-13 22:45:00+00:00,2024-04-13 22:28:00+00:00,2024-04-13 22:28:00+00:00,2024-04-13 22:30:00+00:00,2024-04-13 22:30:00,2024-04-13
Ryanair,Sur Reina Sofia,2024-04-13 18:40:00+00:00,2024-04-13 19:21:00+00:00,Bristol,2024-04-13 22:40:00+00:00,2024-04-13 23:01:00+00:00,2024-04-13 23:01:00+00:00,2024-04-13 23:00:00+00:00,2024-04-13 23:00:00,2024-04-13
Other,Fuerteventura,2024-04-13 18:45:00+00:00,2024-04-13 19:47:00+00:00,Bristol,2024-04-13 22:45:00+00:00,2024-04-13 23:11:00+00:00,2024-04-13 23:11:00+00:00,2024-04-13 23:00:00+00:00,2024-04-13 23:00:00,2024-04-13
Other,Paphos International Airport,2024-04-13 20:55:00+00:00,2024-04-13 21:04:00+00:00,Bristol,2024-04-13 23:45:00+00:00,2024-04-13 23:43:00+00:00,2024-04-13 23:43:00+00:00,2024-04-13 23:30:00+00:00,2024-04-13 23:30:00,2024-04-13
easyJet,Hurghada,2024-04-13 20:45:00+00:00,2024-04-13 21:15:00+00:00,Bristol,2024-04-14 01:45:00+00:00,2024-04-14 02:05:00+00:00,2024-04-14 02:05:00+00:00,2024-04-14 02:00:00+00:00,2024-04-14 02:00:00,2024-04-14
Other,Schiphol,2024-04-13 22:00:00+00:00,2024-04-13 22:15:00+00:00,Bristol,2024-04-13 22:20:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:00:00+00:00,2024-04-13 22:00:00,2024-04-13
Other,Fuerteventura,2024-04-13 20:05:00+00:00,2024-04-13 20:21:00+00:00,Bristol,2024-04-13 23:55:00+00:00,2024-04-13 23:47:00+00:00,2024-04-13 23:47:00+00:00,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00,2024-04-13
easyJet,Fuerteventura,2024-04-13 20:05:00+00:00,2024-04-13 20:44:00+00:00,Bristol,2024-04-13 23:55:00+00:00,2024-04-14 00:10:00+00:00,2024-04-14 00:10:00+00:00,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00,2024-04-14
Other,Schiphol,2024-04-13 22:00:00+00:00,2024-04-13 22:15:00+00:00,Bristol,2024-04-13 22:20:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:00:00+00:00,2024-04-13 22:00:00,2024-04-13
Other,Gran Canaria,2024-04-13 20:30:00+00:00,2024-04-13 20:56:00+00:00,Bristol,2024-04-14 00:30:00+00:00,2024-04-14 00:41:00+00:00,2024-04-14 00:41:00+00:00,2024-04-14 00:30:00+00:00,2024-04-14 00:30:00,2024-04-14
Ryanair,Dublin International,2024-04-13 20:40:00+00:00,2024-04-13 21:03:00+00:00,Bristol,2024-04-13 21:45:00+00:00,2024-04-13 21:43:00+00:00,2024-04-13 21:43:00+00:00,2024-04-13 21:30:00+00:00,2024-04-13 21:30:00,2024-04-13
easyJet,Cote D'azur International Airport,2024-04-13 22:05:00+00:00,2024-04-13 23:06:00+00:00,Bristol,2024-04-13 23:15:00+00:00,2024-04-13 23:55:00+00:00,2024-04-13 23:55:00+00:00,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00,2024-04-13
easyJet,Lisbon Portela,2024-04-13 13:35:00+00:00,2024-04-13 13:49:00+00:00,Bristol,2024-04-13 15:49:00+00:00,2024-04-13 15:45:00+00:00,2024-04-13 15:45:00+00:00,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00,2024-04-13
Ryanair,Alicante El Altet,2024-04-13 21:30:00+00:00,2024-04-13 22:15:00+00:00,Bristol,2024-04-13 23:05:00+00:00,2024-04-13 23:26:00+00:00,2024-04-13 23:26:00+00:00,2024-04-13 23:30:00+00:00,2024-04-13 23:30:00,2024-04-13
easyJet,Menara,2024-04-13 20:05:00+00:00,2024-04-13 20:06:00+00:00,Bristol,2024-04-14 00:30:00+00:00,2024-04-14 00:13:00+00:00,2024-04-14 00:13:00+00:00,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00,2024-04-14
easyJet,Edinburgh,2024-04-13 11:10:00+00:00,2024-04-13 11:39:00+00:00,Bristol,2024-04-13 12:25:00+00:00,2024-04-13 12:36:00+00:00,2024-04-13 12:36:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
Other,Innsbruck-kranebitten,2024-04-13 11:20:00+00:00,2024-04-13 11:23:00+00:00,Bristol,2024-04-13 12:30:00+00:00,2024-04-13 12:20:00+00:00,2024-04-13 12:20:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
easyJet,Gran Canaria,2024-04-13 21:00:00+00:00,2024-04-13 21:15:00+00:00,Bristol,2024-04-14 00:55:00+00:00,2024-04-14 00:51:00+00:00,2024-04-14 00:51:00+00:00,2024-04-14 01:00:00+00:00,2024-04-14 01:00:00,2024-04-14
Ryanair,Rinas Mother Teresa,2024-04-13 22:35:00+00:00,2024-04-13 23:20:00+00:00,Bristol,2024-04-14 00:45:00+00:00,2024-04-14 01:28:00+00:00,2024-04-14 01:28:00+00:00,2024-04-14 01:30:00+00:00,2024-04-14 01:30:00,2024-04-14
Other,Alicante El Altet,2024-04-13 11:10:00+00:00,2024-04-13 11:41:00+00:00,Bristol,2024-04-13 12:50:00+00:00,2024-04-13 12:53:00+00:00,2024-04-13 12:53:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
easyJet,Glasgow International,2024-04-13 11:00:00+00:00,2024-04-13 11:34:00+00:00,Bristol,2024-04-13 12:15:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
easyJet,Paphos International Airport,2024-04-13 22:00:00+00:00,2024-04-13 22:11:00+00:00,Bristol,2024-04-14 01:05:00+00:00,2024-04-14 00:57:00+00:00,2024-04-14 00:57:00+00:00,2024-04-14 01:00:00+00:00,2024-04-14 01:00:00,2024-04-14
Other,Schiphol,2024-04-13 08:35:00+00:00,2024-04-13 08:41:00+00:00,Bristol,2024-04-13 08:50:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
Other,Antalya,2024-04-13 13:45:00+00:00,2024-04-13 14:02:00+00:00,Bristol,2024-04-13 16:20:00+00:00,2024-04-13 16:25:00+00:00,2024-04-13 16:25:00+00:00,2024-04-13 16:30:00+00:00,2024-04-13 16:30:00,2024-04-13
Other,Antalya,2024-04-13 10:30:00+00:00,2024-04-13 10:43:00+00:00,Bristol,2024-04-13 13:00:00+00:00,2024-04-13 13:10:00+00:00,2024-04-13 13:10:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
Other,Schiphol,2024-04-13 22:00:00+00:00,2024-04-13 22:15:00+00:00,Bristol,2024-04-13 22:20:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:00:00+00:00,2024-04-13 22:00:00,2024-04-13
Other,Schiphol,2024-04-13 22:00:00+00:00,2024-04-13 22:15:00+00:00,Bristol,2024-04-13 22:20:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 22:00:00+00:00,2024-04-13 22:00:00,2024-04-13
easyJet,El Prat De Llobregat,2024-04-13 10:40:00+00:00,2024-04-13 11:20:00+00:00,Bristol,2024-04-13 12:00:00+00:00,2024-04-13 12:14:00+00:00,2024-04-13 12:14:00+00:00,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00,2024-04-13
easyJet,Madeira,2024-04-13 10:40:00+00:00,2024-04-13 11:03:00+00:00,Bristol,2024-04-13 14:10:00+00:00,2024-04-13 14:12:00+00:00,2024-04-13 14:12:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Schiphol,2024-04-13 08:35:00+00:00,2024-04-13 08:41:00+00:00,Bristol,2024-04-13 08:50:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
easyJet,Faro,2024-04-13 22:10:00+00:00,2024-04-13 22:17:00+00:00,Bristol,2024-04-14 00:45:00+00:00,2024-04-14 00:30:00+00:00,2024-04-14 00:30:00+00:00,2024-04-14 00:30:00+00:00,2024-04-14 00:30:00,2024-04-14
easyJet,Geneve-cointrin,2024-04-13 09:40:00+00:00,2024-04-13 10:03:00+00:00,Bristol,2024-04-13 10:25:00+00:00,2024-04-13 10:31:00+00:00,2024-04-13 10:31:00+00:00,2024-04-13 10:30:00+00:00,2024-04-13 10:30:00,2024-04-13
Other,Geneve-cointrin,2024-04-13 12:05:00+00:00,2024-04-13 12:29:00+00:00,Bristol,2024-04-13 13:00:00+00:00,2024-04-13 12:58:00+00:00,2024-04-13 12:58:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
easyJet,Aldergrove International Airport,2024-04-13 08:45:00+00:00,2024-04-13 09:02:00+00:00,Bristol,2024-04-13 09:50:00+00:00,2024-04-13 09:50:00+00:00,2024-04-13 09:50:00+00:00,2024-04-13 10:00:00+00:00,2024-04-13 10:00:00,2024-04-13
Other,Pablo Ruiz Picasso,2024-04-13 12:00:00+00:00,2024-04-13 13:03:00+00:00,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:27:00+00:00,2024-04-13 14:27:00+00:00,2024-04-13 14:30:00+00:00,2024-04-13 14:30:00,2024-04-13
easyJet,Cote D'azur International Airport,2024-04-13 10:55:00+00:00,2024-04-13 11:06:00+00:00,Bristol,2024-04-13 12:05:00+00:00,2024-04-13 11:58:00+00:00,2024-04-13 11:58:00+00:00,2024-04-13 12:00:00+00:00,2024-04-13 12:00:00,2024-04-13
easyJet,Aldergrove International Airport,2024-04-13 14:15:00+00:00,2024-04-13 15:15:00+00:00,Bristol,2024-04-13 15:25:00+00:00,2024-04-13 16:05:00+00:00,2024-04-13 16:05:00+00:00,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00,2024-04-13
easyJet,Inverness,2024-04-13 11:55:00+00:00,2024-04-13 12:28:00+00:00,Bristol,2024-04-13 13:15:00+00:00,2024-04-13 13:39:00+00:00,2024-04-13 13:39:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
easyJet,Edinburgh,2024-04-13 16:15:00+00:00,2024-04-13 16:43:00+00:00,Bristol,2024-04-13 17:30:00+00:00,2024-04-13 17:42:00+00:00,2024-04-13 17:42:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
easyJet,Alicante El Altet,2024-04-13 07:20:00+00:00,2024-04-13 07:30:00+00:00,Bristol,2024-04-13 08:55:00+00:00,2024-04-13 08:46:00+00:00,2024-04-13 08:46:00+00:00,2024-04-13 09:00:00+00:00,2024-04-13 09:00:00,2024-04-13
Other,Dublin International,2024-04-13 06:40:00+00:00,2024-04-13 06:49:00+00:00,Bristol,2024-04-13 07:55:00+00:00,2024-04-13 07:42:00+00:00,2024-04-13 07:42:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
Other,Dublin International,2024-04-13 06:40:00+00:00,2024-04-13 06:49:00+00:00,Bristol,2024-04-13 07:55:00+00:00,2024-04-13 07:42:00+00:00,2024-04-13 07:42:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
Other,Schiphol,2024-04-13 08:35:00+00:00,2024-04-13 08:41:00+00:00,Bristol,2024-04-13 08:50:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:41:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
easyJet,Charles De Gaulle,2024-04-13 09:00:00+00:00,2024-04-13 09:42:00+00:00,Bristol,2024-04-13 09:20:00+00:00,2024-04-13 09:37:00+00:00,2024-04-13 09:37:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Ryanair,Dublin International,2024-04-13 07:55:00+00:00,2024-04-13 08:12:00+00:00,Bristol,2024-04-13 09:00:00+00:00,2024-04-13 08:54:00+00:00,2024-04-13 08:54:00+00:00,2024-04-13 09:00:00+00:00,2024-04-13 09:00:00,2024-04-13
easyJet,Bristol,2024-04-13 19:00:00+00:00,2024-04-13 19:04:00+00:00,Berlin Brandenburg Airport,2024-04-13 22:00:00+00:00,2024-04-13 21:33:00+00:00,2024-04-13 19:04:00+00:00,2024-04-13 19:00:00+00:00,2024-04-13 19:00:00,2024-04-13
easyJet,Bristol,2024-04-13 07:05:00+00:00,2024-04-13 07:13:00+00:00,Aldergrove International Airport,2024-04-13 08:15:00+00:00,2024-04-13 08:06:00+00:00,2024-04-13 07:13:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00,2024-04-13
easyJet,Bristol,2024-04-13 12:35:00+00:00,2024-04-13 13:02:00+00:00,Aldergrove International Airport,2024-04-13 13:45:00+00:00,2024-04-13 13:59:00+00:00,2024-04-13 13:02:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
Other,Bristol,2024-04-13 11:30:00+00:00,2024-04-13 11:27:00+00:00,Jersey,2024-04-13 12:28:00+00:00,2024-04-13 12:07:00+00:00,2024-04-13 11:27:00+00:00,2024-04-13 11:30:00+00:00,2024-04-13 11:30:00,2024-04-13
easyJet,Bristol,2024-04-13 09:50:00+00:00,2024-04-13 10:25:00+00:00,Inverness,2024-04-13 11:20:00+00:00,2024-04-13 11:34:00+00:00,2024-04-13 10:25:00+00:00,2024-04-13 10:30:00+00:00,2024-04-13 10:30:00,2024-04-13
easyJet,Bristol,2024-04-13 12:45:00+00:00,2024-04-13 13:27:00+00:00,Glasgow International,2024-04-13 14:00:00+00:00,2024-04-13 14:22:00+00:00,2024-04-13 13:27:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
easyJet,Bristol,2024-04-13 14:25:00+00:00,2024-04-13 14:49:00+00:00,Edinburgh,2024-04-13 15:40:00+00:00,2024-04-13 15:40:00+00:00,2024-04-13 14:49:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
easyJet,Bristol,2024-04-13 12:55:00+00:00,2024-04-13 13:26:00+00:00,Edinburgh,2024-04-13 14:10:00+00:00,2024-04-13 14:18:00+00:00,2024-04-13 13:26:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:10:00+00:00,Schiphol,2024-04-13 16:05:00+00:00,2024-04-13 16:02:00+00:00,2024-04-13 14:10:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 09:20:00+00:00,2024-04-13 09:35:00+00:00,Schiphol,2024-04-13 11:35:00+00:00,2024-04-13 11:27:00+00:00,2024-04-13 09:35:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Other,Bristol,2024-04-13 17:30:00+00:00,2024-04-13 18:35:00+00:00,Schiphol,2024-04-13 19:45:00+00:00,2024-04-13 20:23:00+00:00,2024-04-13 18:35:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
Other,Bristol,2024-04-13 09:20:00+00:00,2024-04-13 09:35:00+00:00,Schiphol,2024-04-13 11:35:00+00:00,2024-04-13 11:27:00+00:00,2024-04-13 09:35:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Other,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:10:00+00:00,Schiphol,2024-04-13 16:05:00+00:00,2024-04-13 16:02:00+00:00,2024-04-13 14:10:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 09:20:00+00:00,2024-04-13 09:35:00+00:00,Schiphol,2024-04-13 11:35:00+00:00,2024-04-13 11:27:00+00:00,2024-04-13 09:35:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
