type,status,departure.iataCode,departure.icaoCode,departure.actualTime,arrival.iataCode,arrival.icaoCode,arrival.actualTime
arrival,landed,prg,lkpr,2023-06-09t14:19:00.000,brs,eggd,2023-06-09t15:07:00.000
arrival,landed,lpa,gclp,2023-06-09t11:41:00.000,brs,eggd,2023-06-09t15:15:00.000
arrival,landed,tfs,gcts,2023-06-09t11:54:00.000,brs,eggd,2023-06-09t15:24:00.000
arrival,landed,dub,eidw,2023-06-09t14:35:00.000,brs,eggd,2023-06-09t15:31:00.000
arrival,landed,bfs,egaa,2023-06-09t14:46:00.000,brs,eggd,2023-06-09t15:35:00.000
arrival,landed,kgs,lgko,2023-06-09t14:14:00.000,brs,eggd,2023-06-09t16:22:00.000
arrival,landed,pmi,lepa,2023-06-09t14:34:00.000,brs,eggd,2023-06-09t15:39:00.000
arrival,landed,ncl,egnt,2023-06-09t15:32:00.000,brs,eggd,2023-06-09t16:15:00.000
arrival,landed,pmi,lepa,2023-06-09t14:39:00.000,brs,eggd,2023-06-09t15:44:00.000
arrival,landed,pmi,lepa,2023-06-09t15:32:00.000,brs,eggd,2023-06-09t16:29:00.000
arrival,landed,nce,lfmn,2023-06-09t15:11:00.000,brs,eggd,2023-06-09t15:55:00.000
arrival,landed,tfs,gcts,2023-06-09t12:40:00.000,brs,eggd,2023-06-09t16:03:00.000
arrival,landed,bcn,lebl,2023-06-09t15:47:00.000,brs,eggd,2023-06-09t16:33:00.000
arrival,landed,ams,eham,2023-06-09t16:58:00.000,brs,eggd,2023-06-09t16:53:00.000
arrival,landed,bzr,lfmu,2023-06-09t16:36:00.000,brs,eggd,2023-06-09t17:14:00.000
arrival,landed,cdg,lfpg,2023-06-09t17:17:00.000,brs,eggd,2023-06-09t17:11:00.000
arrival,landed,dub,eidw,2023-06-09t17:04:00.000,brs,eggd,2023-06-09t17:46:00.000
arrival,landed,fao,lpfr,2023-06-09t14:57:00.000,brs,eggd,2023-06-09t17:18:00.000
arrival,landed,bhd,egac,2023-06-09t17:03:00.000,brs,eggd,2023-06-09t17:58:00.000
arrival,landed,ayt,ltai,2023-06-09t15:31:00.000,brs,eggd,2023-06-09t17:54:00.000
arrival,landed,inv,egpe,2023-06-09t17:28:00.000,brs,eggd,2023-06-09t18:35:00.000
arrival,landed,zrh,lszh,2023-06-09t17:23:00.000,brs,eggd,2023-06-09t17:51:00.000
arrival,landed,krk,epkk,2023-06-09t16:51:00.000,brs,eggd,2023-06-09t18:06:00.000
arrival,landed,tls,lfbo,2023-06-09t17:57:00.000,brs,eggd,2023-06-09t18:21:00.000
arrival,landed,bfs,egaa,2023-06-09t17:53:00.000,brs,eggd,2023-06-09t18:39:00.000
arrival,landed,ams,eham,2023-06-09t19:16:00.000,brs,eggd,2023-06-09t19:13:00.000
arrival,landed,ork,eick,2023-06-09t18:25:00.000,brs,eggd,2023-06-09t19:28:00.000
arrival,landed,gla,egpf,2023-06-09t18:39:00.000,brs,eggd,2023-06-09t19:32:00.000
arrival,landed,dub,eidw,2023-06-09t18:38:00.000,brs,eggd,2023-06-09t19:20:00.000
arrival,landed,ory,lfpo,2023-06-09t19:36:00.000,brs,eggd,2023-06-09t19:40:00.000
arrival,landed,abz,egpd,2023-06-09t18:29:00.000,brs,eggd,2023-06-09t19:36:00.000
arrival,landed,edi,egph,2023-06-09t19:47:00.000,brs,eggd,2023-06-09t20:39:00.000
arrival,landed,ncl,egnt,2023-06-09t20:45:00.000,brs,eggd,2023-06-09t21:34:00.000
arrival,landed,opo,lppr,2023-06-09t20:04:00.000,brs,eggd,2023-06-09t21:49:00.000
arrival,landed,jer,egjj,2023-06-09t07:25:00.000,brs,eggd,2023-06-09t08:07:00.000
arrival,landed,alc,leal,2023-06-09t20:49:00.000,brs,eggd,2023-06-09t22:02:00.000
arrival,landed,gva,lsgg,2023-06-09t22:03:00.000,brs,eggd,2023-06-09t22:27:00.000
arrival,landed,mah,lemh,2023-06-09t21:20:00.000,brs,eggd,2023-06-09t22:33:00.000
arrival,landed,her,lgir,2023-06-09t20:36:00.000,brs,eggd,2023-06-09t22:42:00.000
arrival,landed,ams,eham,2023-06-09t23:38:00.000,brs,eggd,2023-06-09t23:35:00.000
arrival,landed,ayt,ltai,2023-06-09t21:37:00.000,brs,eggd,2023-06-09t23:52:00.000
arrival,landed,lca,lclk,2023-06-09t20:47:00.000,brs,eggd,2023-06-09t23:38:00.000
arrival,landed,mad,lemd,2023-06-09t23:09:00.000,brs,eggd,2023-06-09t23:55:00.000
arrival,landed,tfs,gcts,2023-06-09t20:58:00.000,brs,eggd,2023-06-10t00:28:00.000
arrival,landed,cfu,lgkr,2023-06-10t00:38:00.000,brs,eggd,2023-06-10t01:43:00.000
arrival,landed,jmk,lgmk,2023-06-09t23:10:00.000,brs,eggd,2023-06-10t01:00:00.000
arrival,landed,fao,lpfr,2023-06-09t23:13:00.000,brs,eggd,2023-06-10t01:20:00.000
arrival,landed,jer,egjj,2023-06-09t17:43:00.000,brs,eggd,2023-06-09t18:29:00.000
arrival,landed,alc,leal,2023-06-10t00:26:00.000,brs,eggd,2023-06-10t01:36:00.000
arrival,landed,dlm,ltbs,2023-06-10t00:15:00.000,brs,eggd,2023-06-10t02:26:00.000
arrival,landed,hrg,hegn,2023-06-10t00:02:00.000,brs,eggd,2023-06-10t03:36:00.000
arrival,landed,kun,eyka,2023-06-10t06:57:00.000,brs,eggd,2023-06-10t07:32:00.000
arrival,landed,dub,eidw,2023-06-10t06:56:00.000,brs,eggd,2023-06-10t07:49:00.000
arrival,landed,agp,lemg,2023-06-10t06:22:00.000,brs,eggd,2023-06-10t07:40:00.000
arrival,landed,otp,lrop,2023-06-10t06:27:00.000,brs,eggd,2023-06-10t07:36:00.000
arrival,landed,gci,egjb,2023-06-10t07:13:00.000,brs,eggd,2023-06-10t07:54:00.000
arrival,landed,ams,eham,2023-06-10t08:38:00.000,brs,eggd,2023-06-10t08:35:00.000
arrival,landed,dub,eidw,2023-06-10t08:35:00.000,brs,eggd,2023-06-10t09:17:00.000
arrival,landed,krk,epkk,2023-06-10t07:34:00.000,brs,eggd,2023-06-10t08:48:00.000
arrival,landed,ams,eham,2023-06-10t09:18:00.000,brs,eggd,2023-06-10t09:14:00.000
arrival,landed,bfs,egaa,2023-06-10t08:57:00.000,brs,eggd,2023-06-10t09:47:00.000
arrival,landed,edi,egph,2023-06-10t09:04:00.000,brs,eggd,2023-06-10t09:59:00.000
arrival,landed,gva,lsgg,2023-06-10t10:25:00.000,brs,eggd,2023-06-10t10:46:00.000
arrival,landed,gro,lege,2023-06-10t10:02:00.000,brs,eggd,2023-06-10t10:49:00.000
arrival,landed,reu,lers,2023-06-10t10:23:00.000,brs,eggd,2023-06-10t11:10:00.000
arrival,landed,mah,lemh,2023-06-10t10:26:00.000,brs,eggd,2023-06-10t11:38:00.000
arrival,landed,gla,egpf,2023-06-10t10:49:00.000,brs,eggd,2023-06-10t11:43:00.000
arrival,landed,alc,leal,2023-06-10t10:30:00.000,brs,eggd,2023-06-10t11:46:00.000
arrival,landed,ibz,leib,2023-06-10t10:57:00.000,brs,eggd,2023-06-10t11:58:00.000
arrival,landed,bcn,lebl,2023-06-10t11:34:00.000,brs,eggd,2023-06-10t12:24:00.000
arrival,landed,fco,lirf,2023-06-10t10:55:00.000,brs,eggd,2023-06-10t12:12:00.000
arrival,landed,agp,lemg,2023-06-10t10:49:00.000,brs,eggd,2023-06-10t12:01:00.000
arrival,landed,fao,lpfr,2023-06-10t09:52:00.000,brs,eggd,2023-06-10t12:05:00.000
arrival,landed,vce,lipz,2023-06-10t11:39:00.000,brs,eggd,2023-06-10t12:38:00.000
arrival,landed,mah,lemh,2023-06-10t11:22:00.000,brs,eggd,2023-06-10t12:32:00.000
arrival,landed,tls,lfbo,2023-06-10t12:01:00.000,brs,eggd,2023-06-10t12:28:00.000
arrival,landed,dub,eidw,2023-06-10t11:39:00.000,brs,eggd,2023-06-10t12:41:00.000
arrival,landed,bud,lhbp,2023-06-10t11:21:00.000,brs,eggd,2023-06-10t12:44:00.000
arrival,landed,alc,leal,2023-06-10t11:24:00.000,brs,eggd,2023-06-10t12:34:00.000
arrival,landed,spu,ldsp,2023-06-10t11:46:00.000,brs,eggd,2023-06-10t13:11:00.000
arrival,landed,alc,leal,2023-06-10t12:06:00.000,brs,eggd,2023-06-10t13:17:00.000
arrival,landed,pmi,lepa,2023-06-10t11:55:00.000,brs,eggd,2023-06-10t12:58:00.000
arrival,landed,ams,eham,2023-06-10t13:19:00.000,brs,eggd,2023-06-10t13:14:00.000
arrival,landed,inv,egpe,2023-06-10t12:24:00.000,brs,eggd,2023-06-10t13:33:00.000
arrival,landed,rze,eprz,2023-06-10t12:36:00.000,brs,eggd,2023-06-10t14:07:00.000
arrival,landed,bcn,lebl,2023-06-10t12:40:00.000,brs,eggd,2023-06-10t13:29:00.000
arrival,landed,pmi,lepa,2023-06-10t12:42:00.000,brs,eggd,2023-06-10t13:45:00.000
arrival,landed,fnc,lpma,2023-06-10t11:09:00.000,brs,eggd,2023-06-10t14:16:00.000
arrival,landed,vce,lipz,2023-06-10t13:59:00.000,brs,eggd,2023-06-10t14:59:00.000
arrival,landed,bcn,lebl,2023-06-10t13:40:00.000,brs,eggd,2023-06-10t14:25:00.000
arrival,landed,vrn,lipx,2023-06-10t13:30:00.000,brs,eggd,2023-06-10t14:20:00.000
arrival,landed,fue,gcfv,2023-06-10t11:34:00.000,brs,eggd,2023-06-10t14:52:00.000
arrival,landed,ace,gcrr,2023-06-10t11:22:00.000,brs,eggd,2023-06-10t14:40:00.000
arrival,landed,agp,lemg,2023-06-10t13:41:00.000,brs,eggd,2023-06-10t14:55:00.000
arrival,landed,rix,evra,2023-06-10t14:11:00.000,brs,eggd,2023-06-10t14:45:00.000
arrival,landed,tfs,gcts,2023-06-10t11:24:00.000,brs,eggd,2023-06-10t14:49:00.000
arrival,landed,pmi,lepa,2023-06-10t14:21:00.000,brs,eggd,2023-06-10t15:27:00.000
arrival,landed,olb,lieo,2023-06-10t15:16:00.000,brs,eggd,2023-06-10t16:32:00.000
arrival,landed,puy,ldpl,2023-06-10t15:29:00.000,brs,eggd,2023-06-10t16:35:00.000
arrival,landed,her,lgir,2023-06-10t14:00:00.000,brs,eggd,2023-06-10t15:50:00.000
arrival,landed,lis,lppt,2023-06-10t14:24:00.000,brs,eggd,2023-06-10t16:24:00.000
arrival,landed,inn,lowi,2023-06-10t16:14:00.000,brs,eggd,2023-06-10t16:52:00.000
arrival,landed,ams,eham,2023-06-10t17:14:00.000,brs,eggd,2023-06-10t17:10:00.000
arrival,landed,fra,eddf,2023-06-10t16:47:00.000,brs,eggd,2023-06-10t17:03:00.000
arrival,landed,gdn,epgd,2023-06-10t16:02:00.000,brs,eggd,2023-06-10t17:06:00.000
arrival,landed,ace,gcrr,2023-06-10t13:54:00.000,brs,eggd,2023-06-10t17:12:00.000
arrival,landed,jer,egjj,2023-06-10t16:58:00.000,brs,eggd,2023-06-10t17:35:00.000
arrival,landed,mrs,lfml,2023-06-10t17:19:00.000,brs,eggd,2023-06-10t17:58:00.000
arrival,landed,lca,lclk,2023-06-10t15:00:00.000,brs,eggd,2023-06-10t17:32:00.000
arrival,landed,agp,lemg,2023-06-10t17:14:00.000,brs,eggd,2023-06-10t18:29:00.000
arrival,landed,cgn,eddk,2023-06-10t18:59:00.000,brs,eggd,2023-06-10t19:06:00.000
arrival,landed,ams,eham,2023-06-10t19:04:00.000,brs,eggd,2023-06-10t18:58:00.000
arrival,landed,ory,lfpo,2023-06-10t19:36:00.000,brs,eggd,2023-06-10t19:32:00.000
arrival,landed,mrs,lfml,2023-06-10t19:25:00.000,brs,eggd,2023-06-10t20:07:00.000
arrival,landed,ibz,leib,2023-06-10t20:23:00.000,brs,eggd,2023-06-10t21:32:00.000
arrival,landed,zth,lgza,2023-06-10t20:42:00.000,brs,eggd,2023-06-10t21:55:00.000
arrival,landed,dub,eidw,2023-06-10t21:07:00.000,brs,eggd,2023-06-10t21:50:00.000
arrival,landed,kgs,lgko,2023-06-10t20:12:00.000,brs,eggd,2023-06-10t22:06:00.000
arrival,landed,nce,lfmn,2023-06-10t22:11:00.000,brs,eggd,2023-06-10t22:53:00.000
arrival,landed,ams,eham,2023-06-10t22:54:00.000,brs,eggd,2023-06-10t22:44:00.000
arrival,landed,tfs,gcts,2023-06-10t19:04:00.000,brs,eggd,2023-06-10t22:40:00.000
arrival,landed,fue,gcfv,2023-06-10t19:44:00.000,brs,eggd,2023-06-10t23:10:00.000
arrival,landed,mah,lemh,2023-06-10t21:40:00.000,brs,eggd,2023-06-10t22:50:00.000
arrival,landed,opo,lppr,2023-06-10t21:27:00.000,brs,eggd,2023-06-10t23:13:00.000
arrival,landed,dub,eidw,2023-06-10t22:21:00.000,brs,eggd,2023-06-10t23:05:00.000
arrival,landed,dlm,ltbs,2023-06-10t22:08:00.000,brs,eggd,2023-06-11t00:03:00.000
arrival,landed,pmi,lepa,2023-06-10t22:05:00.000,brs,eggd,2023-06-10t23:08:00.000
arrival,landed,gro,lege,2023-06-10t23:35:00.000,brs,eggd,2023-06-11t00:19:00.000
arrival,landed,fue,gcfv,2023-06-10t20:32:00.000,brs,eggd,2023-06-10t23:48:00.000
arrival,landed,alc,leal,2023-06-10t22:35:00.000,brs,eggd,2023-06-10t23:44:00.000
arrival,landed,efl,lgkf,2023-06-10t23:39:00.000,brs,eggd,2023-06-11t00:49:00.000
arrival,landed,rho,lgrp,2023-06-10t23:20:00.000,brs,eggd,2023-06-11t01:16:00.000
arrival,landed,fao,lpfr,2023-06-10t22:25:00.000,brs,eggd,2023-06-11t00:37:00.000
arrival,landed,edi,egph,2023-06-11t12:05:00.000,brs,eggd,2023-06-11t13:08:00.000
arrival,landed,lpa,gclp,2023-06-10t21:27:00.000,brs,eggd,2023-06-11t00:51:00.000
arrival,landed,ssh,hesh,2023-06-10t22:07:00.000,brs,eggd,2023-06-11t01:31:00.000
arrival,landed,alc,leal,2023-06-11t00:15:00.000,brs,eggd,2023-06-11t01:21:00.000
arrival,landed,rho,lgrp,2023-06-10t23:50:00.000,brs,eggd,2023-06-11t01:49:00.000
arrival,landed,hrg,hegn,2023-06-10t22:23:00.000,brs,eggd,2023-06-11t01:45:00.000
arrival,landed,dlm,ltbs,2023-06-11t00:14:00.000,brs,eggd,2023-06-11t02:08:00.000
arrival,landed,poz,eppo,2023-06-11t06:43:00.000,brs,eggd,2023-06-11t07:36:00.000
arrival,landed,wmi,epmo,2023-06-11t07:00:00.000,brs,eggd,2023-06-11t08:09:00.000
arrival,landed,agp,lemg,2023-06-11t07:16:00.000,brs,eggd,2023-06-11t08:32:00.000
arrival,landed,noc,eikn,2023-06-11t07:51:00.000,brs,eggd,2023-06-11t08:50:00.000
arrival,landed,fra,eddf,2023-06-11t08:35:00.000,brs,eggd,2023-06-11t08:54:00.000
arrival,landed,bcn,lebl,2023-06-11t07:46:00.000,brs,eggd,2023-06-11t08:35:00.000
arrival,landed,bfs,egaa,2023-06-11t09:35:00.000,brs,eggd,2023-06-11t10:24:00.000
arrival,landed,bgy,lime,2023-06-11t10:09:00.000,brs,eggd,2023-06-11t10:47:00.000
arrival,landed,gci,egjb,2023-06-11t09:46:00.000,brs,eggd,2023-06-11t10:29:00.000
arrival,landed,mxp,limc,2023-06-11t10:42:00.000,brs,eggd,2023-06-11t11:15:00.000
arrival,landed,gva,lsgg,2023-06-11t11:09:00.000,brs,eggd,2023-06-11t11:29:00.000
arrival,landed,pmi,lepa,2023-06-11t10:42:00.000,brs,eggd,2023-06-11t11:40:00.000
arrival,landed,dub,eidw,2023-06-11t10:59:00.000,brs,eggd,2023-06-11t11:44:00.000
arrival,landed,pmi,lepa,2023-06-11t10:53:00.000,brs,eggd,2023-06-11t11:54:00.000
arrival,landed,rmu,lemi,2023-06-11t10:35:00.000,brs,eggd,2023-06-11t11:47:00.000
arrival,landed,jer,egjj,2023-06-11t09:29:00.000,brs,eggd,2023-06-11t10:07:00.000
arrival,landed,psa,lirp,2023-06-11t11:04:00.000,brs,eggd,2023-06-11t11:59:00.000
arrival,landed,tls,lfbo,2023-06-11t11:17:00.000,brs,eggd,2023-06-11t11:42:00.000
arrival,landed,agp,lemg,2023-06-11t10:53:00.000,brs,eggd,2023-06-11t12:06:00.000
arrival,landed,spu,ldsp,2023-06-11t10:42:00.000,brs,eggd,2023-06-11t12:09:00.000
arrival,landed,bio,lebb,2023-06-11t11:29:00.000,brs,eggd,2023-06-11t11:51:00.000
arrival,landed,agp,lemg,2023-06-11t11:09:00.000,brs,eggd,2023-06-11t12:24:00.000
arrival,landed,gib,lxgb,2023-06-11t10:37:00.000,brs,eggd,2023-06-11t11:57:00.000
arrival,landed,pmi,lepa,2023-06-11t11:20:00.000,brs,eggd,2023-06-11t12:22:00.000
arrival,landed,lis,lppt,2023-06-11t10:56:00.000,brs,eggd,2023-06-11t12:59:00.000
arrival,landed,alc,leal,2023-06-11t11:41:00.000,brs,eggd,2023-06-11t12:52:00.000
arrival,landed,fao,lpfr,2023-06-11t10:56:00.000,brs,eggd,2023-06-11t13:15:00.000
arrival,landed,pmi,lepa,2023-06-11t12:01:00.000,brs,eggd,2023-06-11t13:01:00.000
arrival,landed,ams,eham,2023-06-11t13:10:00.000,brs,eggd,2023-06-11t13:05:00.000
arrival,landed,ibz,leib,2023-06-11t11:58:00.000,brs,eggd,2023-06-11t13:11:00.000
arrival,landed,cfu,lgkr,2023-06-11t13:20:00.000,brs,eggd,2023-06-11t14:21:00.000
arrival,landed,pvk,lgpz,2023-06-11t12:32:00.000,brs,eggd,2023-06-11t13:43:00.000
arrival,landed,zth,lgza,2023-06-11t13:25:00.000,brs,eggd,2023-06-11t14:43:00.000
arrival,landed,efl,lgkf,2023-06-11t13:52:00.000,brs,eggd,2023-06-11t15:02:00.000
arrival,landed,edi,egph,2023-06-11t13:14:00.000,brs,eggd,2023-06-11t14:09:00.000
arrival,landed,pvk,lgpz,2023-06-11t13:39:00.000,brs,eggd,2023-06-11t14:55:00.000
arrival,landed,agp,lemg,2023-06-11t14:04:00.000,brs,eggd,2023-06-11t15:22:00.000
arrival,landed,gla,egpf,2023-06-11t13:58:00.000,brs,eggd,2023-06-11t14:52:00.000
arrival,landed,bjv,ltfe,2023-06-11t13:51:00.000,brs,eggd,2023-06-11t15:39:00.000
arrival,landed,tfs,gcts,2023-06-11t11:57:00.000,brs,eggd,2023-06-11t15:25:00.000
arrival,landed,dub,eidw,2023-06-11t14:27:00.000,brs,eggd,2023-06-11t15:28:00.000
arrival,landed,pmi,lepa,2023-06-11t14:10:00.000,brs,eggd,2023-06-11t15:16:00.000
arrival,landed,bfs,egaa,2023-06-11t15:49:00.000,brs,eggd,2023-06-11t16:35:00.000
arrival,landed,ams,eham,2023-06-11t16:02:00.000,brs,eggd,2023-06-11t16:03:00.000
arrival,landed,lpa,gclp,2023-06-11t12:39:00.000,brs,eggd,2023-06-11t16:11:00.000
arrival,landed,her,lgir,2023-06-11t14:16:00.000,brs,eggd,2023-06-11t16:08:00.000
arrival,landed,kgs,lgko,2023-06-11t15:29:00.000,brs,eggd,2023-06-11t17:12:00.000
arrival,landed,ams,eham,2023-06-11t17:05:00.000,brs,eggd,2023-06-11t16:54:00.000
arrival,landed,fra,eddf,2023-06-11t16:33:00.000,brs,eggd,2023-06-11t16:48:00.000
arrival,landed,ory,lfpo,2023-06-11t17:07:00.000,brs,eggd,2023-06-11t17:03:00.000
arrival,landed,bzr,lfmu,2023-06-11t17:31:00.000,brs,eggd,2023-06-11t18:07:00.000
arrival,landed,edi,egph,2023-06-11t16:27:00.000,brs,eggd,2023-06-11t17:23:00.000
arrival,landed,inv,egpe,2023-06-11t16:13:00.000,brs,eggd,2023-06-11t17:20:00.000
arrival,landed,ayt,ltai,2023-06-11t15:33:00.000,brs,eggd,2023-06-11t17:57:00.000
arrival,landed,alc,leal,2023-06-11t16:34:00.000,brs,eggd,2023-06-11t17:49:00.000
arrival,landed,tfs,gcts,2023-06-11t15:07:00.000,brs,eggd,2023-06-11t18:37:00.000
arrival,landed,pmi,lepa,2023-06-11t17:18:00.000,brs,eggd,2023-06-11t18:25:00.000
arrival,landed,dub,eidw,2023-06-11t17:20:00.000,brs,eggd,2023-06-11t18:02:00.000
arrival,landed,dub,eidw,2023-06-11t17:58:00.000,brs,eggd,2023-06-11t18:57:00.000
arrival,landed,ncl,egnt,2023-06-11t18:07:00.000,brs,eggd,2023-06-11t18:54:00.000
arrival,landed,bfs,egaa,2023-06-11t17:47:00.000,brs,eggd,2023-06-11t18:34:00.000
arrival,landed,ams,eham,2023-06-11t19:52:00.000,brs,eggd,2023-06-11t19:44:00.000
arrival,landed,ork,eick,2023-06-11t18:06:00.000,brs,eggd,2023-06-11t19:11:00.000
arrival,landed,abz,egpd,2023-06-11t17:59:00.000,brs,eggd,2023-06-11t19:06:00.000
arrival,landed,dbv,lddu,2023-06-11t18:49:00.000,brs,eggd,2023-06-11t20:23:00.000
arrival,landed,gla,egpf,2023-06-11t19:54:00.000,brs,eggd,2023-06-11t20:47:00.000
arrival,landed,opo,lppr,2023-06-11t19:07:00.000,brs,eggd,2023-06-11t20:53:00.000
arrival,landed,ace,gcrr,2023-06-11t17:41:00.000,brs,eggd,2023-06-11t21:04:00.000
arrival,landed,bhd,egac,2023-06-11t20:32:00.000,brs,eggd,2023-06-11t21:19:00.000
arrival,landed,bod,lfbd,2023-06-11t22:23:00.000,brs,eggd,2023-06-11t22:35:00.000
arrival,landed,fao,lpfr,2023-06-11t20:08:00.000,brs,eggd,2023-06-11t22:23:00.000
arrival,landed,ncl,egnt,2023-06-11t22:58:00.000,brs,eggd,2023-06-11t23:44:00.000
arrival,landed,mad,lemd,2023-06-11t22:13:00.000,brs,eggd,2023-06-11t22:56:00.000
arrival,landed,kgs,lgko,2023-06-11t21:41:00.000,brs,eggd,2023-06-11t23:32:00.000
arrival,landed,pfo,lcph,2023-06-11t20:50:00.000,brs,eggd,2023-06-11t23:17:00.000
arrival,landed,ace,gcrr,2023-06-11t20:42:00.000,brs,eggd,2023-06-12t00:00:00.000
arrival,landed,bcn,lebl,2023-06-11t22:45:00.000,brs,eggd,2023-06-11t23:28:00.000
arrival,landed,ibz,leib,2023-06-11t23:53:00.000,brs,eggd,2023-06-12t00:55:00.000
arrival,landed,ace,gcrr,2023-06-11t21:34:00.000,brs,eggd,2023-06-12t00:51:00.000
arrival,landed,pfo,lcph,2023-06-11t22:50:00.000,brs,eggd,2023-06-12t01:21:00.000
arrival,landed,fao,lpfr,2023-06-11t22:58:00.000,brs,eggd,2023-06-12t01:10:00.000
arrival,landed,tfs,gcts,2023-06-11t20:56:00.000,brs,eggd,2023-06-12t00:24:00.000
arrival,landed,ayt,ltai,2023-06-11t23:55:00.000,brs,eggd,2023-06-12t02:02:00.000
arrival,landed,ayt,ltai,2023-06-11t23:50:00.000,brs,eggd,2023-06-12t01:58:00.000
arrival,landed,ssh,hesh,2023-06-11t23:26:00.000,brs,eggd,2023-06-12t02:39:00.000
arrival,landed,lca,lclk,2023-06-12t01:59:00.000,brs,eggd,2023-06-12t04:35:00.000
arrival,landed,poz,eppo,2023-06-12t06:35:00.000,brs,eggd,2023-06-12t07:27:00.000
arrival,landed,dub,eidw,2023-06-12t07:03:00.000,brs,eggd,2023-06-12t08:00:00.000
arrival,landed,fao,lpfr,2023-06-12t06:12:00.000,brs,eggd,2023-06-12t08:25:00.000
arrival,landed,fra,eddf,2023-06-12t08:55:00.000,brs,eggd,2023-06-12t09:07:00.000
arrival,landed,ory,lfpo,2023-06-12t08:30:00.000,brs,eggd,2023-06-12t08:22:00.000
arrival,landed,bfs,egaa,2023-06-12t07:59:00.000,brs,eggd,2023-06-12t08:47:00.000
arrival,landed,gci,egjb,2023-06-12t08:43:00.000,brs,eggd,2023-06-12t09:16:00.000
arrival,landed,ncl,egnt,2023-06-12t08:37:00.000,brs,eggd,2023-06-12t09:25:00.000
arrival,landed,fao,lpfr,2023-06-12t06:55:00.000,brs,eggd,2023-06-12t09:11:00.000
arrival,landed,bhd,egac,2023-06-12t08:44:00.000,brs,eggd,2023-06-12t09:34:00.000
arrival,landed,gla,egpf,2023-06-12t08:49:00.000,brs,eggd,2023-06-12t09:45:00.000
arrival,landed,edi,egph,2023-06-12t09:15:00.000,brs,eggd,2023-06-12t10:14:00.000
arrival,landed,dub,eidw,2023-06-12t09:24:00.000,brs,eggd,2023-06-12t10:11:00.000
arrival,landed,ams,eham,2023-06-12t10:10:00.000,brs,eggd,2023-06-12t10:08:00.000
arrival,landed,vlc,levc,2023-06-12t10:08:00.000,brs,eggd,2023-06-12t11:08:00.000
arrival,landed,edi,egph,2023-06-12t10:17:00.000,brs,eggd,2023-06-12t11:13:00.000
arrival,landed,pmi,lepa,2023-06-12t10:23:00.000,brs,eggd,2023-06-12t11:26:00.000
arrival,landed,reu,lers,2023-06-12t10:45:00.000,brs,eggd,2023-06-12t11:32:00.000
arrival,landed,spu,ldsp,2023-06-12t10:29:00.000,brs,eggd,2023-06-12t11:52:00.000
arrival,landed,egc,lfbe,2023-06-12t11:43:00.000,brs,eggd,2023-06-12t12:01:00.000
arrival,landed,agp,lemg,2023-06-12t10:39:00.000,brs,eggd,2023-06-12t11:54:00.000
arrival,landed,bzg,epby,2023-06-12t11:15:00.000,brs,eggd,2023-06-12t12:11:00.000
arrival,landed,alc,leal,2023-06-12t11:35:00.000,brs,eggd,2023-06-12t12:42:00.000
arrival,landed,fao,lpfr,2023-06-12t10:12:00.000,brs,eggd,2023-06-12t12:35:00.000
arrival,landed,ath,lgav,2023-06-12t11:31:00.000,brs,eggd,2023-06-12t13:06:00.000
arrival,landed,bzr,lfmu,2023-06-12t12:21:00.000,brs,eggd,2023-06-12t13:02:00.000
arrival,landed,nap,lirn,2023-06-12t11:30:00.000,brs,eggd,2023-06-12t13:09:00.000
arrival,landed,alc,leal,2023-06-12t11:41:00.000,brs,eggd,2023-06-12t12:48:00.000
arrival,landed,ibz,leib,2023-06-12t11:48:00.000,brs,eggd,2023-06-12t12:53:00.000
arrival,landed,pmi,lepa,2023-06-12t12:03:00.000,brs,eggd,2023-06-12t13:15:00.000
arrival,landed,ams,eham,2023-06-12t13:16:00.000,brs,eggd,2023-06-12t13:13:00.000
arrival,landed,inv,egpe,2023-06-12t11:47:00.000,brs,eggd,2023-06-12t12:56:00.000
arrival,landed,cta,licc,2023-06-12t10:58:00.000,brs,eggd,2023-06-12t12:59:00.000
arrival,landed,cfu,lgkr,2023-06-12t12:46:00.000,brs,eggd,2023-06-12t13:49:00.000
arrival,landed,gci,egjb,2023-06-12t13:01:00.000,brs,eggd,2023-06-12t13:47:00.000
arrival,landed,bod,lfbd,2023-06-12t13:46:00.000,brs,eggd,2023-06-12t14:05:00.000
arrival,landed,skg,lgts,2023-06-12t13:24:00.000,brs,eggd,2023-06-12t14:33:00.000
arrival,landed,fnc,lpma,2023-06-12t12:06:00.000,brs,eggd,2023-06-12t15:17:00.000
arrival,landed,lis,lppt,2023-06-12t13:21:00.000,brs,eggd,2023-06-12t15:27:00.000
arrival,landed,agp,lemg,2023-06-12t14:15:00.000,brs,eggd,2023-06-12t15:37:00.000
arrival,landed,dub,eidw,2023-06-12t14:27:00.000,brs,eggd,2023-06-12t15:12:00.000
arrival,landed,fnc,lpma,2023-06-12t11:49:00.000,brs,eggd,2023-06-12t15:02:00.000
arrival,landed,lpa,gclp,2023-06-12t11:36:00.000,brs,eggd,2023-06-12t15:20:00.000
arrival,landed,dub,eidw,2023-06-12t14:33:00.000,brs,eggd,2023-06-12t15:34:00.000
arrival,landed,nce,lfmn,2023-06-12t15:26:00.000,brs,eggd,2023-06-12t16:11:00.000
